FacilityZip,FacilityCity,FacilityState,FacilityLatitude,FacilityLongitude,Facility_ID,FacilityDistribution_Center_ID,FacilityWarehouse_ID,FacilityTotalOrdersShipped,FacilityTotalOrdersReturned,FacilityTotalOrdersDelayedDelivery
75342,Dallas,TX,32.767268,-96.777626,DistributionCenter_74,DistributionCenter_74,Warehouse_20,10,2,4
75346,Dallas,TX,32.767268,-96.777626,,DistributionCenter_74,Warehouse_20,17,5,6
75378,Dallas,TX,32.767268,-96.777626,,DistributionCenter_74,Warehouse_20,10,2,0
75249,Dallas,TX,32.639661,-96.95317,,DistributionCenter_75,Warehouse_20,9,1,4
75236,Dallas,TX,32.685533,-96.91746,,DistributionCenter_75,Warehouse_20,12,3,3
75284,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20,13,4,2
75367,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20,10,2,3
75248,Dallas,TX,32.968123,-96.78863,,DistributionCenter_75,Warehouse_20,13,1,4
75265,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20,13,0,6
75267,Dallas,TX,32.767268,-96.777626,DistributionCenter_75,DistributionCenter_75,Warehouse_20,12,4,2
75225,Dallas,TX,32.862876,-96.7904,,DistributionCenter_75,Warehouse_20,9,4,0
75258,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20,15,3,3
75208,Dallas,TX,32.751464,-96.83864,,DistributionCenter_75,Warehouse_20,13,3,2
75313,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20,14,1,3
75217,Dallas,TX,32.72238,-96.67582,,DistributionCenter_75,Warehouse_20,14,1,2
75354,Dallas,TX,32.767268,-96.777626,Warehouse_21,DistributionCenter_76,Warehouse_21,9,2,2
75396,Dallas,TX,32.767268,-96.777626,,DistributionCenter_76,Warehouse_21,14,3,3
75370,Dallas,TX,32.767268,-96.777626,DistributionCenter_76,DistributionCenter_76,Warehouse_21,14,2,4
75371,Dallas,TX,32.767268,-96.777626,,DistributionCenter_76,Warehouse_21,8,4,1
75310,Dallas,TX,32.767268,-96.777626,,DistributionCenter_77,Warehouse_21,6,1,0
75295,Dallas,TX,32.767268,-96.777626,,DistributionCenter_77,Warehouse_21,11,2,3
75233,Dallas,TX,32.704398,-96.87222,,DistributionCenter_77,Warehouse_21,4,1,1
75320,Dallas,TX,32.767268,-96.777626,,DistributionCenter_77,Warehouse_21,10,1,3
75380,Dallas,TX,32.767268,-96.777626,,DistributionCenter_77,Warehouse_21,16,5,6
75277,Dallas,TX,32.767268,-96.777626,DistributionCenter_77,DistributionCenter_77,Warehouse_21,13,3,3
75227,Dallas,TX,32.77003,-96.69,,DistributionCenter_77,Warehouse_21,17,2,4
75243,Dallas,TX,32.912225,-96.73688,,DistributionCenter_78,Warehouse_21,12,5,1
75339,Dallas,TX,32.767268,-96.777626,,DistributionCenter_78,Warehouse_21,11,3,3
75394,Dallas,TX,32.767268,-96.777626,,DistributionCenter_78,Warehouse_21,13,2,4
75312,Dallas,TX,32.767268,-96.777626,,DistributionCenter_78,Warehouse_21,17,3,4
75224,Dallas,TX,32.716065,-96.83987,DistributionCenter_78,DistributionCenter_78,Warehouse_21,12,1,2
75303,Dallas,TX,32.767268,-96.777626,,DistributionCenter_78,Warehouse_21,19,4,2
75241,Dallas,TX,32.669383,-96.77439,,DistributionCenter_78,Warehouse_21,9,2,1
75286,Dallas,TX,32.767268,-96.777626,,DistributionCenter_78,Warehouse_21,23,5,7
75244,Dallas,TX,32.922624,-96.83616,Warehouse_22,DistributionCenter_79,Warehouse_22,18,5,4
75253,Dallas,TX,32.679924,-96.60367,,DistributionCenter_79,Warehouse_22,16,4,3
75261,Dallas,TX,32.767268,-96.777626,,DistributionCenter_79,Warehouse_22,12,2,3
75211,Dallas,TX,32.736931,-96.88253,DistributionCenter_79,DistributionCenter_79,Warehouse_22,11,4,1
75218,Dallas,TX,32.842726,-96.69937,,DistributionCenter_79,Warehouse_22,14,1,4
75372,Dallas,TX,32.767268,-96.777626,,DistributionCenter_80,Warehouse_22,11,3,1
75395,Dallas,TX,32.767268,-96.777626,,DistributionCenter_80,Warehouse_22,19,2,4
75391,Dallas,TX,32.767268,-96.777626,,DistributionCenter_80,Warehouse_22,17,5,2
75203,Dallas,TX,32.745831,-96.80672,DistributionCenter_80,DistributionCenter_80,Warehouse_22,5,1,1
75266,Dallas,TX,32.767268,-96.777626,,DistributionCenter_80,Warehouse_22,10,2,3
37217,Nashville,TN,36.103408,-86.66616,,DistributionCenter_81,Warehouse_2,6,2,1
37245,Nashville,TN,36.186605,-86.785248,,DistributionCenter_81,Warehouse_2,8,0,1
37238,Nashville,TN,36.186605,-86.785248,,DistributionCenter_81,Warehouse_2,10,2,2
37224,Nashville,TN,36.186605,-86.785248,,DistributionCenter_81,Warehouse_2,11,3,1
37205,Nashville,TN,36.113558,-86.86207,,DistributionCenter_81,Warehouse_2,21,4,3
37229,Nashville,TN,36.186605,-86.785248,DistributionCenter_81,DistributionCenter_81,Warehouse_2,16,5,3
37204,Nashville,TN,36.112058,-86.77626,,DistributionCenter_81,Warehouse_2,15,1,4
37208,Nashville,TN,36.174806,-86.80252,,DistributionCenter_81,Warehouse_2,15,2,4
37247,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2,21,5,5
37211,Nashville,TN,36.079259,-86.72584,,DistributionCenter_82,Warehouse_2,14,1,3
37236,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2,14,2,3
37207,Nashville,TN,36.215535,-86.77317,,DistributionCenter_82,Warehouse_2,16,4,1
37230,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2,11,2,3
37201,Nashville,TN,36.164556,-86.77738,DistributionCenter_82,DistributionCenter_82,Warehouse_2,14,3,5
37232,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2,7,1,3
37243,Nashville,TN,36.167606,-86.784498,,DistributionCenter_82,Warehouse_2,9,2,2
37235,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2,15,2,4
37242,Nashville,TN,36.186605,-86.785248,,DistributionCenter_83,Warehouse_2,16,1,4
37241,Nashville,TN,36.186605,-86.785248,,DistributionCenter_83,Warehouse_2,16,2,4
37203,Nashville,TN,36.152607,-86.78927,,DistributionCenter_83,Warehouse_2,10,2,1
37221,Nashville,TN,36.065032,-86.94674,DistributionCenter_83,DistributionCenter_83,Warehouse_2,14,2,5
37222,Nashville,TN,36.056164,-86.980116,,DistributionCenter_83,Warehouse_2,16,3,3
37244,Nashville,TN,36.186605,-86.785248,,DistributionCenter_83,Warehouse_2,19,4,6
37212,Nashville,TN,36.133251,-86.80057,,DistributionCenter_84,Warehouse_2,8,1,2
37216,Nashville,TN,36.213004,-86.72594,,DistributionCenter_84,Warehouse_2,12,3,2
37202,Nashville,TN,36.340304,-86.827254,,DistributionCenter_84,Warehouse_2,15,4,3
37246,Nashville,TN,36.158606,-86.789998,DistributionCenter_84,DistributionCenter_84,Warehouse_2,13,3,5
37239,Nashville,TN,36.186605,-86.785248,,DistributionCenter_84,Warehouse_2,19,6,5
37240,Nashville,TN,36.186605,-86.785248,,DistributionCenter_84,Warehouse_2,7,1,1
37209,Nashville,TN,36.151324,-86.8559,,DistributionCenter_85,Warehouse_2,13,4,1
37213,Nashville,TN,36.167179,-86.76777,DistributionCenter_85,DistributionCenter_85,Warehouse_2,8,0,1
37206,Nashville,TN,36.180806,-86.74176,,DistributionCenter_85,Warehouse_2,8,2,3
37250,Nashville,TN,36.186605,-86.785248,,DistributionCenter_85,Warehouse_2,19,7,3
37227,Nashville,TN,36.186605,-86.785248,,DistributionCenter_85,Warehouse_2,16,2,3
37210,Nashville,TN,36.140857,-86.74437,,DistributionCenter_85,Warehouse_3,15,3,2
37228,Nashville,TN,36.190205,-86.80078,,DistributionCenter_86,Warehouse_3,10,2,2
37237,Nashville,TN,36.186605,-86.785248,DistributionCenter_86,DistributionCenter_86,Warehouse_3,9,4,1
37215,Nashville,TN,36.098408,-86.82522,,DistributionCenter_86,Warehouse_3,24,7,3
37249,Nashville,TN,36.186605,-86.785248,,DistributionCenter_86,Warehouse_3,16,5,5
37234,Nashville,TN,36.186605,-86.785248,,DistributionCenter_86,Warehouse_3,7,3,1
37218,Nashville,TN,36.206755,-86.85215,,DistributionCenter_87,Warehouse_3,14,5,4
37214,Nashville,TN,36.166956,-86.66869,DistributionCenter_87,DistributionCenter_87,Warehouse_3,8,2,2
37220,Nashville,TN,36.069659,-86.77266,,DistributionCenter_87,Warehouse_3,9,3,0
37219,Nashville,TN,36.166806,-86.78172,,DistributionCenter_87,Warehouse_3,13,0,4
31150,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_88,Warehouse_16,12,2,0
30334,Atlanta,GA,33.702657,-84.439127,,DistributionCenter_88,Warehouse_16,12,3,4
30384,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_88,Warehouse_16,12,1,1
30339,Atlanta,GA,33.87507,-84.46615,,DistributionCenter_88,Warehouse_16,14,3,4
30354,Atlanta,GA,33.658834,-84.39682,,DistributionCenter_88,Warehouse_16,12,2,3
30364,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_88,Warehouse_16,16,3,1
30370,Atlanta,GA,33.844371,-84.47405,DistributionCenter_88,DistributionCenter_88,Warehouse_16,11,3,4
30335,Atlanta,GA,33.752406,-84.389676,,DistributionCenter_89,Warehouse_16,13,0,5
30303,Atlanta,GA,33.752856,-84.39013,,DistributionCenter_89,Warehouse_16,16,2,1
31139,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,17,4,4
31131,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,9,3,0
30312,Atlanta,GA,33.745739,-84.3764,,DistributionCenter_89,Warehouse_16,13,2,3
30881,Atlanta,GA,33.793006,-84.504081,DistributionCenter_89,DistributionCenter_89,Warehouse_16,8,2,0
30322,Atlanta,GA,33.793754,-84.3238,,DistributionCenter_89,Warehouse_16,13,2,1
30316,Atlanta,GA,33.729506,-84.34087,,DistributionCenter_89,Warehouse_16,8,0,0
30380,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,7,1,1
30379,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,11,2,2
30341,Atlanta,GA,33.888102,-84.29321,,DistributionCenter_89,Warehouse_16,12,4,5
30327,Atlanta,GA,33.86427,-84.41972,,DistributionCenter_89,Warehouse_16,13,0,3
30321,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,16,3,4
31141,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_89,Warehouse_16,16,2,2
31107,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,14,3,5
30308,Atlanta,GA,33.771755,-84.38065,,DistributionCenter_89,Warehouse_16,11,0,1
30348,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,11,0,0
30374,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16,7,1,2
30378,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_90,Warehouse_16,13,2,2
30358,Atlanta,GA,33.998151,-84.34112,,DistributionCenter_90,Warehouse_16,15,0,3
30390,Atlanta,GA,33.844371,-84.47405,DistributionCenter_90,DistributionCenter_90,Warehouse_16,12,3,3
30343,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_90,Warehouse_16,10,1,0
30309,Atlanta,GA,33.794055,-84.38525,,DistributionCenter_90,Warehouse_16,12,3,6
30330,Atlanta,GA,33.707107,-84.432127,,DistributionCenter_90,Warehouse_17,8,1,2
31193,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_90,Warehouse_17,9,1,2
30399,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_91,Warehouse_17,13,2,2
30338,Atlanta,GA,33.942751,-84.31769,DistributionCenter_91,DistributionCenter_91,Warehouse_17,9,1,1
31119,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_91,Warehouse_17,12,1,4
31126,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_91,Warehouse_17,10,2,1
30317,Atlanta,GA,33.750005,-84.31854,,DistributionCenter_91,Warehouse_17,8,0,2
30356,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_91,Warehouse_17,9,2,1
31106,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_91,Warehouse_17,13,2,3
30377,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_92,Warehouse_17,19,6,6
30302,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_92,Warehouse_17,11,1,3
30337,Atlanta,GA,33.646984,-84.4538,,DistributionCenter_92,Warehouse_17,10,1,1
30367,Atlanta,GA,33.789255,-84.387276,DistributionCenter_92,DistributionCenter_92,Warehouse_17,16,5,2
30353,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_92,Warehouse_17,19,5,5
30307,Atlanta,GA,33.768205,-84.33786,,DistributionCenter_92,Warehouse_17,9,1,0
30333,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_92,Warehouse_17,8,2,1
30320,Atlanta,GA,33.656824,-84.423648,,DistributionCenter_92,Warehouse_17,9,4,2
30360,Atlanta,GA,33.934536,-84.27215,,DistributionCenter_92,Warehouse_17,6,1,1
30340,Atlanta,GA,33.899381,-84.25367,,DistributionCenter_92,Warehouse_17,13,2,3
31156,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,16,5,5
30368,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,13,0,3
30359,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_93,Warehouse_17,10,5,4
30311,Atlanta,GA,33.724907,-84.47131,DistributionCenter_93,DistributionCenter_93,Warehouse_17,11,2,2
30386,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,14,3,2
30381,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,17,5,3
30336,Atlanta,GA,33.744007,-84.56032,,DistributionCenter_93,Warehouse_17,16,3,1
30328,Atlanta,GA,33.931746,-84.37817,,DistributionCenter_93,Warehouse_17,13,4,5
31192,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,10,1,1
30369,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,17,7,2
39901,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_93,Warehouse_17,12,2,2
31191,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,14,4,4
30306,Atlanta,GA,33.786755,-84.35149,,DistributionCenter_93,Warehouse_17,16,3,2
30365,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17,17,2,6
30344,Atlanta,GA,33.676258,-84.44977,,DistributionCenter_93,Warehouse_17,9,0,2
30331,Atlanta,GA,33.715558,-84.52728,,DistributionCenter_94,Warehouse_17,19,2,4
30318,Atlanta,GA,33.786805,-84.437,,DistributionCenter_94,Warehouse_17,16,3,2
30326,Atlanta,GA,33.849853,-84.3606,DistributionCenter_94,DistributionCenter_94,Warehouse_17,13,4,4
30323,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,12,2,2
30325,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,10,3,4
30388,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,12,4,2
30329,Atlanta,GA,33.827554,-84.32355,,DistributionCenter_94,Warehouse_17,11,3,3
30304,Atlanta,GA,33.848196,-84.429296,,DistributionCenter_94,Warehouse_17,13,2,3
30392,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,15,2,3
30350,Atlanta,GA,33.97285,-84.32775,,DistributionCenter_94,Warehouse_17,9,2,1
30376,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,6,0,0
30351,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,11,1,3
30313,Atlanta,GA,33.761223,-84.39599,,DistributionCenter_94,Warehouse_17,11,3,1
31198,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,13,5,1
30389,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,8,2,2
30314,Atlanta,GA,33.758056,-84.42268,,DistributionCenter_94,Warehouse_17,12,2,2
30363,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,16,3,3
30342,Atlanta,GA,33.879003,-84.37203,,DistributionCenter_94,Warehouse_17,12,3,1
31195,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_94,Warehouse_17,14,3,5
30301,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,17,4,4
30366,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_95,Warehouse_17,13,1,2
30394,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,14,3,3
30319,Atlanta,GA,33.872053,-84.33611,DistributionCenter_95,DistributionCenter_95,Warehouse_17,10,0,2
30385,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,9,1,1
31145,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_95,Warehouse_17,14,1,2
30398,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,17,6,5
30375,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,10,2,2
30387,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,15,3,2
30357,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,14,3,3
30310,Atlanta,GA,33.727807,-84.41983,,DistributionCenter_95,Warehouse_17,12,1,1
30332,Atlanta,GA,33.776305,-84.397976,,DistributionCenter_95,Warehouse_17,18,6,4
31199,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,12,1,0
30315,Atlanta,GA,33.709595,-84.38365,,DistributionCenter_95,Warehouse_17,16,6,1
30355,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17,18,2,4
30362,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_95,Warehouse_17,24,8,3
75551,Atlanta,TX,33.118611,-94.1773,,DistributionCenter_95,Warehouse_17,14,2,3
30347,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_96,Warehouse_17,21,5,4
31146,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_96,Warehouse_17,11,3,5
30345,Atlanta,GA,33.851736,-84.28412,DistributionCenter_96,DistributionCenter_96,Warehouse_17,14,3,1
30346,Atlanta,GA,33.926753,-84.33877,,DistributionCenter_96,Warehouse_17,10,3,0
30349,Atlanta,GA,33.61541,-84.49033,,DistributionCenter_96,Warehouse_17,15,1,4
49709,Atlanta,MI,45.016358,-84.14518,,DistributionCenter_96,Warehouse_17,26,6,2
30396,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_96,Warehouse_17,10,1,2
31197,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_96,Warehouse_17,11,4,2
30371,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_97,Warehouse_17,5,2,0
30324,Atlanta,GA,33.818304,-84.35779,,DistributionCenter_97,Warehouse_17,12,1,0
30361,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_97,Warehouse_17,8,2,1
31196,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_97,Warehouse_17,19,5,6
30305,Atlanta,GA,33.830054,-84.38472,DistributionCenter_97,DistributionCenter_97,Warehouse_17,16,0,0
28511,Atlantic,NC,34.887266,-76.33033,,DistributionCenter_97,Warehouse_17,20,1,2
16111,Atlantic,PA,41.518256,-80.2834,,DistributionCenter_97,Warehouse_17,12,2,4
50022,Atlantic,IA,41.410484,-95.00852,,DistributionCenter_97,Warehouse_17,13,1,2
23303,Atlantic,VA,37.892445,-75.51107,,DistributionCenter_97,Warehouse_17,16,4,2
